frame,old_id,id,x,y
4388,15,15,-2033,4332
4388,17,17,-902,6475
4388,22,22,4572,1425
4388,23,23,962,1354
4388,24,24,3277,1625
4388,26,26,4246,1610
4388,27,27,152,1426
4388,28,28,570,1361
4388,30,30,4434,1600
4388,31,31,444,1418
4389,1,1,5638,3582
4389,2,2,1163,1341
4389,3,3,2952,1363
4389,4,4,7052,1526
4389,5,5,3547,1291
4389,6,6,4468,1392
4389,7,7,2393,806
4389,8,8,4020,1586
4389,9,9,101,2686
4389,10,10,4626,1432
4389,12,12,5458,2105
4389,13,13,76,4534
4389,14,14,-1117,1449
4389,15,15,-2033,4332
4389,17,17,-902,6475
4389,22,22,4572,1425
4389,23,23,962,1354
4389,24,24,3276,1624
4389,26,26,4246,1610
4389,27,27,152,1426
4389,28,28,570,1361
4389,30,30,4434,1600
4389,31,31,444,1418
4390,1,1,5638,3582
4390,2,2,1163,1341
4390,3,3,2952,1365
4390,4,4,7052,1526
4390,5,5,3547,1291
4390,7,7,2393,806
4390,8,8,3859,1355
4390,9,9,101,2686
4390,10,10,4627,1432
4390,12,12,5458,2105
4390,13,13,76,4534
4390,14,14,-1117,1449
4390,15,15,-2033,4332
4390,17,17,-902,6475
4390,22,22,4572,1425
4390,23,23,962,1354
4390,24,24,3276,1623
4390,26,26,4246,1610
4390,27,27,152,1426
4390,28,28,570,1361
4390,30,30,4434,1600
4390,31,31,444,1418
4391,1,1,5638,3582
4391,2,2,1163,1341
4391,3,3,2952,1365
4391,4,4,7052,1526
4391,5,5,3547,1291
4391,7,7,2393,806
4391,9,9,101,2686
4391,10,10,4627,1432
4391,12,12,5458,2105
4391,13,13,76,4534
4391,14,14,-1117,1449
4391,15,15,-2033,4332
4391,17,17,-902,6475
4391,22,22,4572,1425
4391,23,23,962,1354
4391,24,24,3275,1623
4391,26,26,4246,1610
4391,27,27,152,1426
4391,28,28,570,1361
4391,30,30,4434,1600
4391,31,31,444,1418
4392,1,1,5638,3582
4392,2,2,1163,1341
4392,3,3,2952,1364
4392,4,4,7052,1526
4392,5,5,3547,1291
4392,7,7,2393,806
4392,9,9,101,2686
4392,10,10,4627,1433
4392,12,12,5458,2105
4392,13,13,76,4534
4392,14,14,-1117,1449
4392,15,15,-2033,4332
4392,17,17,-902,6475
4392,22,22,4572,1425
4392,23,23,962,1354
4392,24,24,3273,1624
4392,26,26,4246,1610
4392,27,27,152,1426
4392,28,28,570,1361
4392,30,30,4434,1600
4392,31,31,444,1418
4393,1,1,5638,3582
4393,2,2,1163,1341
4393,3,3,2952,1363
4393,4,4,7052,1526
4393,5,5,3547,1291
4393,7,7,2393,806
4393,8,8,4039,1545
4393,9,9,101,2686
4393,10,10,4628,1433
4393,12,12,5458,2105
4393,13,13,76,4534
4393,14,14,-1117,1449
4393,15,15,-2033,4332
4393,17,17,-902,6475
4393,22,22,4572,1425
4393,23,23,962,1354
4393,24,24,3273,1625
4393,26,26,4246,1610
4393,27,27,152,1426
4393,28,28,570,1361
4393,30,30,4434,1600
4393,31,31,444,1418
4394,1,1,5638,3582
4394,2,2,1163,1341
4394,3,3,2952,1363
4394,4,4,7052,1526
4394,5,5,3547,1291
4394,7,7,2393,806
4394,9,9,101,2686
4394,10,10,4628,1434
4394,12,12,5458,2105
4394,13,13,76,4534
4394,14,14,-1117,1449
4394,15,15,-2033,4332
4394,17,17,-902,6475
4394,22,22,4572,1425
4394,23,23,962,1354
4394,24,24,3274,1626
4394,26,26,4246,1610
4394,27,27,152,1426
4394,28,28,570,1361
4394,30,30,4434,1600
4394,31,31,444,1418
4395,1,1,5638,3582
4395,2,2,1163,1341
4395,3,3,2952,1364
4395,4,4,7052,1526
4395,5,5,3547,1291
4395,7,7,2393,806
4395,9,9,101,2686
4395,10,10,4629,1434
4395,12,12,5458,2105
4395,13,13,76,4534
4395,14,14,-1117,1449
4395,15,15,-2033,4332
4395,17,17,-902,6475
4395,22,22,4572,1425
4395,23,23,962,1354
4395,24,24,3277,1625
4395,26,26,4246,1610
4395,27,27,152,1426
4395,28,28,570,1361
4395,30,30,4434,1600
4395,31,31,444,1418
4396,1,1,5638,3582
4396,2,2,1163,1341
4396,3,3,2951,1365
4396,4,4,7052,1526
4396,5,5,3547,1291
4396,7,7,2393,806
4396,8,8,3851,1355
4396,9,9,101,2686
4396,10,10,4629,1434
4396,11,11,2592,1620
4396,12,12,5458,2105
4396,13,13,76,4534
4396,14,14,-1117,1449
4396,15,15,-2033,4332
4396,17,17,-902,6475
4396,22,22,4572,1425
4396,23,23,962,1354
4396,24,24,3277,1625
4396,26,26,4246,1610
4396,27,27,152,1426
4396,28,28,570,1361
4396,30,30,4434,1600
4396,31,31,444,1418
4397,1,1,5638,3582
4397,2,2,1163,1341
4397,3,3,2950,1365
4397,5,5,3547,1291
4397,7,7,2393,806
4397,9,9,101,2686
4397,10,10,4630,1434
4397,12,12,5458,2105
4397,13,13,76,4534
4397,14,14,-1117,1449
4397,15,15,-2033,4332
4397,17,17,-902,6475
4397,22,22,4572,1425
4397,23,23,962,1354
4397,24,24,3276,1624
4397,26,26,4246,1610
4397,27,27,152,1426
4397,28,28,570,1361
4397,30,30,4434,1600
4397,31,31,444,1418
4398,1,1,5638,3582
4398,2,2,1163,1341
4398,3,3,2950,1364
4398,unknown_59,4,4593,1506
4398,5,5,3547,1291
4398,6,6,4469,1392
4398,7,7,2393,806
4398,8,8,4045,1540
4398,9,9,101,2686
4398,10,10,4630,1434
4398,12,12,5458,2105
4398,13,13,76,4534
4398,14,14,-1117,1449
4398,15,15,-2033,4332
4398,17,17,-902,6475
4398,22,22,4572,1425
4398,23,23,962,1354
4398,24,24,3276,1624
4398,26,26,4246,1610
4398,27,27,152,1426
4398,28,28,570,1361
4398,30,30,4434,1600
4398,31,31,444,1418
4399,1,1,5638,3582
4399,2,2,1163,1341
4399,3,3,2950,1364
4399,unknown_59,4,4593,1506
4399,5,5,3547,1291
4399,6,6,4469,1392
4399,7,7,2393,806
4399,9,9,101,2686
4399,11,11,1959,1693
4399,12,12,5458,2105
4399,13,13,76,4534
4399,14,14,-1117,1449
4399,15,15,-2033,4332
4399,17,17,-902,6475
4399,22,22,4572,1425
4399,23,23,962,1354
4399,24,24,3279,1625
4399,26,26,4246,1610
4399,27,27,152,1426
4399,28,28,570,1361
4399,30,30,4434,1600
4399,31,31,444,1418
4400,1,1,5638,3582
4400,2,2,1163,1341
4400,3,3,2950,1363
4400,unknown_59,4,4595,1506
4400,5,5,3547,1291
4400,6,6,4470,1392
4400,7,7,2393,806
4400,9,9,101,2686
4400,10,10,4592,1397
4400,11,11,2588,1623
4400,12,12,5458,2105
4400,13,13,76,4534
4400,14,14,-1117,1449
4400,15,15,-2033,4332
4400,17,17,-902,6475
4400,22,22,4572,1425
4400,23,23,962,1354
4400,24,24,3282,1625
4400,26,26,4246,1610
4400,27,27,152,1426
4400,28,28,570,1361
4400,30,30,4434,1600
4400,31,31,444,1418
4401,1,1,5638,3582
4401,2,2,1163,1341
4401,3,3,2950,1363
4401,unknown_59,4,4599,1508
4401,5,5,3547,1291
4401,6,6,4470,1392
4401,7,7,2393,806
4401,8,8,3851,1356
4401,9,9,101,2686
4401,10,10,4595,1397
4401,11,11,1963,1691
4401,12,12,5458,2105
4401,13,13,76,4534
4401,14,14,-1117,1449
4401,15,15,-2033,4332
4401,17,17,-902,6475
4401,22,22,4572,1425
4401,23,23,962,1354
4401,24,24,3280,1625
4401,26,26,4246,1610
4401,27,27,152,1426
4401,28,28,570,1361
4401,30,30,4434,1600
4401,31,31,444,1418
4402,1,1,5638,3582
4402,2,2,1163,1341
4402,3,3,2949,1363
4402,unknown_59,4,4604,1510
4402,5,5,3547,1291
4402,6,6,4470,1392
4402,7,7,2393,806
4402,9,9,101,2686
4402,10,10,4596,1399
4402,12,12,5458,2105
4402,13,13,76,4534
4402,14,14,-1117,1449
4402,15,15,-2033,4332
4402,17,17,-902,6475
4402,22,22,4572,1425
4402,23,23,962,1354
4402,24,24,3280,1625
4402,26,26,4246,1610
4402,27,27,152,1426
4402,28,28,570,1361
4402,30,30,4434,1600
4402,31,31,444,1418
4403,1,1,5638,3582
4403,2,2,1163,1341
4403,3,3,2949,1362
4403,unknown_59,4,4609,1511
4403,5,5,3547,1291
4403,6,6,4470,1392
4403,7,7,2393,806
4403,9,9,101,2686
4403,10,10,4597,1399
4403,12,12,5458,2105
4403,13,13,76,4534
4403,14,14,-1117,1449
4403,15,15,-2033,4332
4403,17,17,-902,6475
4403,22,22,4572,1425
4403,23,23,962,1354
4403,24,24,3278,1625
4403,26,26,4246,1610
4403,27,27,152,1426
4403,28,28,570,1361
4403,30,30,4434,1600
4403,31,31,444,1418
4404,1,1,5638,3582
4404,2,2,1163,1341
4404,3,3,2950,1363
4404,unknown_59,4,4614,1513
4404,5,5,3547,1291
4404,6,6,4470,1392
4404,7,7,2393,806
4404,8,8,4085,1492
4404,9,9,101,2686
4404,10,10,4596,1399
4404,11,11,2591,1628
4404,12,12,5458,2105
4404,13,13,76,4534
4404,14,14,-1117,1449
4404,15,15,-2033,4332
4404,17,17,-902,6475
4404,22,22,4572,1425
4404,23,23,962,1354
4404,24,24,3277,1625
4404,26,26,4246,1610
4404,27,27,152,1426
4404,28,28,570,1361
4404,30,30,4434,1600
4404,31,31,444,1418
4405,1,1,5638,3582
4405,2,2,1163,1341
4405,3,3,2950,1362
4405,unknown_59,4,4619,1515
4405,5,5,3547,1291
4405,6,6,4470,1392
4405,7,7,2393,806
4405,8,8,3848,1354
4405,9,9,101,2686
4405,10,10,4591,1399
4405,12,12,5458,2105
4405,13,13,76,4534
4405,14,14,-1117,1449
4405,15,15,-2033,4332
4405,17,17,-902,6475
4405,22,22,4572,1425
4405,23,23,962,1354
4405,24,24,3277,1625
4405,26,26,4246,1610
4405,27,27,152,1426
4405,28,28,570,1361
4405,30,30,4434,1600
4405,31,31,444,1418
4406,1,1,5638,3582
4406,2,2,1163,1341
4406,3,3,2950,1363
4406,unknown_59,4,4624,1516
4406,5,5,3547,1291
4406,6,6,4470,1392
4406,7,7,2393,806
4406,8,8,4093,1483
4406,9,9,101,2686
4406,10,10,4589,1399
4406,11,11,1961,1691
4406,12,12,5458,2105
4406,13,13,76,4534
4406,14,14,-1117,1449
4406,15,15,-2033,4332
4406,17,17,-902,6475
4406,22,22,4572,1425
4406,23,23,962,1354
4406,24,24,3275,1625
4406,26,26,4246,1610
4406,27,27,152,1426
4406,28,28,570,1361
4406,30,30,4434,1600
4406,31,31,444,1418
4407,1,1,5638,3582
4407,2,2,1163,1341
4407,3,3,2951,1362
4407,unknown_59,4,4629,1518
4407,5,5,3547,1291
4407,6,6,4470,1392
4407,7,7,2393,806
4407,9,9,101,2686
4407,10,10,4596,1399
4407,12,12,5458,2105
4407,13,13,76,4534
4407,14,14,-1117,1449
4407,15,15,-2033,4332
4407,17,17,-902,6475
4407,22,22,4572,1425
4407,23,23,962,1354
4407,24,24,3276,1624
4407,26,26,4246,1610
4407,27,27,152,1426
4407,28,28,570,1361
4407,30,30,4434,1600
4407,31,31,444,1418
4408,1,1,5638,3582
4408,2,2,1163,1341
4408,3,3,2952,1363
4408,unknown_59,4,4634,1519
4408,5,5,3547,1291
4408,6,6,4470,1392
4408,7,7,2393,806
4408,9,9,101,2686
4408,10,10,4599,1399
4408,11,11,2594,1632
4408,12,12,5458,2105
4408,13,13,76,4534
4408,14,14,-1117,1449
4408,15,15,-2033,4332
4408,17,17,-902,6475
4408,22,22,4572,1425
4408,23,23,962,1354
4408,24,24,3276,1624
4408,26,26,4246,1610
4408,27,27,152,1426
4408,28,28,570,1361
4408,30,30,4434,1600
4408,31,31,444,1418
4409,1,1,5638,3582
4409,2,2,1163,1341
4409,3,3,2952,1363
4409,unknown_59,4,4638,1520
4409,5,5,3547,1291
4409,6,6,4470,1392
4409,7,7,2393,806
4409,9,9,101,2686
4409,10,10,4599,1401
4409,11,11,1963,1691
4409,12,12,5458,2105
4409,13,13,76,4534
4409,14,14,-1117,1449
4409,15,15,-2033,4332
4409,17,17,-902,6475
4409,22,22,4572,1425
4409,23,23,962,1354
4409,24,24,3276,1624
4409,26,26,4246,1610
4409,27,27,152,1426
4409,28,28,570,1361
4409,30,30,4434,1600
4409,31,31,444,1418
4410,1,1,5638,3582
4410,2,2,1163,1341
4410,3,3,2952,1363
4410,unknown_59,4,4643,1522
4410,5,5,3547,1291
4410,6,6,4470,1392
4410,7,7,2393,806
4410,9,9,101,2686
4410,10,10,4601,1402
4410,12,12,5458,2105
4410,13,13,76,4534
4410,14,14,-1117,1449
4410,15,15,-2033,4332
4410,17,17,-902,6475
4410,22,22,4572,1425
4410,23,23,962,1354
4410,24,24,3276,1623
4410,26,26,4246,1610
4410,27,27,152,1426
4410,28,28,570,1361
4410,30,30,4434,1600
4410,31,31,444,1418
4411,1,1,5638,3582
4411,2,2,1163,1341
4411,3,3,2953,1363
4411,unknown_59,4,4648,1524
4411,5,5,3547,1291
4411,6,6,4470,1392
4411,7,7,2393,806
4411,9,9,101,2686
4411,10,10,4600,1401
4411,11,11,2608,1630
4411,12,12,5458,2105
4411,13,13,76,4534
4411,14,14,-1117,1449
4411,15,15,-2033,4332
4411,17,17,-902,6475
4411,22,22,4572,1425
4411,23,23,962,1354
4411,24,24,3275,1623
4411,26,26,4246,1610
4411,27,27,152,1426
4411,28,28,570,1361
4411,30,30,4434,1600
4411,31,31,444,1418
4412,1,1,5638,3582
4412,2,2,1163,1341
4412,3,3,2953,1364
4412,unknown_59,4,4653,1525
4412,5,5,3547,1291
4412,6,6,4471,1392
4412,7,7,2393,806
4412,8,8,3848,1356
4412,9,9,101,2686
4412,10,10,4600,1400
4412,12,12,5458,2105
4412,13,13,76,4534
4412,14,14,-1117,1449
4412,15,15,-2033,4332
4412,17,17,-902,6475
4412,22,22,4572,1425
4412,23,23,962,1354
4412,24,24,3274,1624
4412,26,26,4246,1610
4412,27,27,152,1426
4412,28,28,570,1361
4412,30,30,4434,1600
4412,31,31,444,1418
4413,1,1,5638,3582
4413,2,2,1163,1341
4413,3,3,2952,1363
4413,unknown_59,4,4658,1527
4413,5,5,3547,1291
4413,6,6,4471,1392
4413,7,7,2393,806
4413,9,9,101,2686
4413,10,10,4604,1399
4413,12,12,5458,2105
4413,13,13,76,4534
4413,14,14,-1117,1449
4413,15,15,-2033,4332
4413,17,17,-902,6475
4413,22,22,4572,1425
4413,23,23,962,1354
4413,24,24,3273,1623
4413,26,26,4246,1610
4413,27,27,152,1426
4413,28,28,570,1361
4413,30,30,4434,1600
4413,31,31,444,1418
4414,1,1,5638,3582
4414,2,2,1163,1341
4414,3,3,2952,1363
4414,unknown_59,4,4663,1529
4414,5,5,3547,1291
4414,6,6,4471,1392
4414,7,7,2393,806
4414,8,8,4117,1478
4414,9,9,101,2686
4414,10,10,4605,1399
4414,12,12,5458,2105
4414,13,13,76,4534
4414,14,14,-1117,1449
4414,15,15,-2033,4332
4414,17,17,-902,6475
4414,22,22,4572,1425
4414,23,23,962,1354
4414,24,24,3275,1623
4414,26,26,4246,1610
4414,27,27,152,1426
4414,28,28,570,1361
4414,30,30,4434,1600
4414,31,31,444,1418
4415,1,1,5638,3582
4415,2,2,1163,1341
4415,3,3,2952,1363
4415,unknown_59,4,4667,1530
4415,5,5,3547,1291
4415,6,6,4471,1392
4415,7,7,2393,806
4415,9,9,101,2686
4415,10,10,4606,1402
4415,12,12,5458,2105
4415,13,13,76,4534
4415,14,14,-1117,1449
4415,15,15,-2033,4332
4415,17,17,-902,6475
4415,22,22,4572,1425
4415,23,23,962,1354
4415,24,24,3276,1623
4415,26,26,4246,1610
4415,27,27,152,1426
4415,28,28,570,1361
4415,30,30,4434,1600
4415,31,31,444,1418
4416,1,1,5638,3582
4416,2,2,1163,1341
4416,3,3,2953,1362
4416,unknown_59,4,4672,1532
4416,5,5,3547,1291
4416,6,6,4471,1392
4416,7,7,2393,806
4416,9,9,101,2686
4416,10,10,4606,1403
4416,12,12,5458,2105
4416,13,13,76,4534
4416,14,14,-1117,1449
4416,15,15,-2033,4332
4416,17,17,-902,6475
4416,22,22,4572,1425
4416,23,23,962,1354
4416,24,24,3279,1623
4416,26,26,4246,1610
4416,27,27,152,1426
4416,28,28,570,1361
4416,30,30,4434,1600
4416,31,31,444,1418
4417,1,1,5638,3582
4417,2,2,1163,1341
4417,3,3,2956,1362
4417,unknown_59,4,4677,1533
4417,5,5,3547,1291
4417,6,6,4471,1392
4417,7,7,2393,806
4417,9,9,101,2686
4417,10,10,4606,1406
4417,12,12,5458,2105
4417,13,13,76,4534
4417,14,14,-1117,1449
4417,15,15,-2033,4332
4417,17,17,-902,6475
4417,22,22,4572,1425
4417,23,23,962,1354
4417,24,24,3282,1623
4417,26,26,4246,1610
4417,27,27,152,1426
4417,28,28,570,1361
4417,30,30,4434,1600
4417,31,31,444,1418
4418,1,1,5638,3582
4418,2,2,1163,1341
4418,3,3,2957,1362
4418,unknown_59,4,4682,1535
4418,5,5,3547,1291
4418,6,6,4471,1392
4418,7,7,2393,806
4418,9,9,101,2686
4418,10,10,4606,1407
4418,12,12,5458,2105
4418,13,13,76,4534
4418,14,14,-1117,1449
4418,15,15,-2033,4332
4418,17,17,-902,6475
4418,22,22,4572,1425
4418,23,23,962,1354
4418,24,24,3288,1623
4418,26,26,4246,1610
4418,27,27,152,1426
4418,28,28,570,1361
4418,30,30,4434,1600
4418,31,31,444,1418
4419,1,1,5638,3582
4419,2,2,1163,1341
4419,3,3,2960,1362
4419,unknown_59,4,4687,1536
4419,5,5,3547,1291
4419,6,6,4471,1392
4419,7,7,2393,806
4419,9,9,101,2686
4419,10,10,4606,1405
4419,12,12,5458,2105
4419,13,13,76,4534
4419,14,14,-1117,1449
4419,15,15,-2033,4332
4419,17,17,-902,6475
4419,22,22,4572,1425
4419,23,23,962,1354
4419,24,24,3285,1623
4419,26,26,4246,1610
4419,27,27,152,1426
4419,28,28,570,1361
4419,30,30,4434,1600
4419,31,31,444,1418
4420,1,1,5638,3582
4420,2,2,1163,1341
4420,3,3,2962,1359
4420,unknown_59,4,4691,1538
4420,5,5,3547,1291
4420,6,6,4471,1392
4420,7,7,2393,806
4420,8,8,3851,1357
4420,9,9,101,2686
4420,10,10,4606,1405
4420,12,12,5458,2105
4420,13,13,76,4534
4420,14,14,-1117,1449
4420,15,15,-2033,4332
4420,17,17,-902,6475
4420,22,22,4572,1425
4420,23,23,962,1354
4420,24,24,3290,1624
4420,26,26,4246,1610
4420,27,27,152,1426
4420,28,28,570,1361
4420,30,30,4434,1600
4420,31,31,444,1418
4421,1,1,5638,3582
4421,2,2,1163,1341
4421,3,3,2964,1355
4421,unknown_59,4,4697,1539
4421,5,5,3547,1291
4421,6,6,4471,1392
4421,7,7,2393,806
4421,8,8,4066,1452
4421,9,9,101,2686
4421,10,10,4605,1408
4421,12,12,5458,2105
4421,13,13,76,4534
4421,14,14,-1117,1449
4421,15,15,-2033,4332
4421,17,17,-902,6475
4421,22,22,4572,1425
4421,23,23,962,1354
4421,24,24,3285,1624
4421,26,26,4246,1610
4421,27,27,152,1426
4421,28,28,570,1361
4421,30,30,4434,1600
4421,31,31,444,1418
4422,1,1,5638,3582
4422,2,2,1163,1341
4422,3,3,2964,1354
4422,unknown_59,4,4702,1541
4422,5,5,3547,1291
4422,6,6,4471,1392
4422,7,7,2393,806
4422,8,8,3851,1357
4422,9,9,101,2686
4422,10,10,4606,1409
4422,11,11,1966,1694
4422,12,12,5458,2105
4422,13,13,76,4534
4422,14,14,-1117,1449
4422,15,15,-2033,4332
4422,17,17,-902,6475
4422,22,22,4572,1425
4422,23,23,962,1354
4422,24,24,3285,1625
4422,26,26,4246,1610
4422,27,27,152,1426
4422,28,28,570,1361
4422,30,30,4434,1600
4422,31,31,444,1418
4423,1,1,5638,3582
4423,2,2,1163,1341
4423,3,3,2965,1355
4423,unknown_59,4,4706,1543
4423,5,5,3547,1291
4423,6,6,4471,1393
4423,7,7,2393,806
4423,9,9,101,2686
4423,10,10,4607,1407
4423,12,12,5458,2105
4423,13,13,76,4534
4423,14,14,-1117,1449
4423,15,15,-2033,4332
4423,17,17,-902,6475
4423,22,22,4572,1425
4423,23,23,962,1354
4423,24,24,3279,1625
4423,26,26,4246,1610
4423,27,27,152,1426
4423,28,28,570,1361
4423,30,30,4434,1600
4423,31,31,444,1418
4424,1,1,5638,3582
4424,2,2,1163,1341
4424,3,3,2966,1357
4424,unknown_59,4,4711,1544
4424,5,5,3547,1291
4424,6,6,4471,1393
4424,7,7,2393,806
4424,9,9,101,2686
4424,10,10,4608,1406
4424,11,11,2664,1632
4424,12,12,5458,2105
4424,13,13,76,4534
4424,14,14,-1117,1449
4424,15,15,-2033,4332
4424,17,17,-902,6475
4424,22,22,4572,1425
4424,23,23,962,1354
4424,24,24,3277,1626
4424,26,26,4246,1610
4424,27,27,152,1426
4424,28,28,570,1361
4424,30,30,4434,1600
4424,31,31,444,1418
4425,1,1,5638,3582
4425,2,2,1163,1341
4425,3,3,2966,1357
4425,unknown_59,4,4716,1546
4425,5,5,3547,1291
4425,6,6,4472,1393
4425,7,7,2393,806
4425,8,8,4068,1444
4425,9,9,101,2686
4425,10,10,4612,1406
4425,11,11,1966,1694
4425,12,12,5458,2105
4425,13,13,76,4534
4425,14,14,-1117,1449
4425,15,15,-2033,4332
4425,17,17,-902,6475
4425,22,22,4572,1425
4425,23,23,962,1354
4425,24,24,3276,1626
4425,26,26,4246,1610
4425,27,27,152,1426
4425,28,28,570,1361
4425,30,30,4434,1600
4425,31,31,444,1418
4426,1,1,5638,3582
4426,2,2,1163,1341
4426,3,3,2968,1358
4426,unknown_59,4,4721,1547
4426,5,5,3547,1291
4426,6,6,4472,1393
4426,7,7,2393,806
4426,9,9,101,2686
4426,10,10,4612,1407
4426,12,12,5458,2105
4426,13,13,76,4534
4426,14,14,-1117,1449
4426,15,15,-2033,4332
4426,17,17,-902,6475
4426,22,22,4572,1425
4426,23,23,962,1354
4426,24,24,3277,1626
4426,26,26,4246,1610
4426,27,27,152,1426
4426,28,28,570,1361
4426,30,30,4434,1600
4426,31,31,444,1418
4427,1,1,5638,3582
4427,2,2,1163,1341
4427,3,3,2967,1358
4427,unknown_59,4,4726,1549
4427,5,5,3547,1291
4427,6,6,4472,1393
4427,7,7,2393,806
4427,9,9,101,2686
4427,10,10,4611,1411
4427,11,11,2675,1637
4427,12,12,5458,2105
4427,13,13,76,4534
4427,14,14,-1117,1449
4427,15,15,-2033,4332
4427,17,17,-902,6475
4427,22,22,4572,1425
4427,23,23,962,1354
4427,24,24,3279,1626
4427,26,26,4246,1610
4427,27,27,152,1426
4427,28,28,570,1361
4427,30,30,4434,1600
4427,31,31,444,1418
4428,1,1,5638,3582
4428,2,2,1163,1341
4428,3,3,2967,1358
4428,unknown_59,4,4730,1550
4428,5,5,3547,1291
4428,6,6,4472,1393
4428,7,7,2393,806
4428,8,8,3855,1356
4428,9,9,101,2686
4428,10,10,4611,1412
4428,12,12,5458,2105
4428,13,13,76,4534
4428,14,14,-1117,1449
4428,15,15,-2033,4332
4428,17,17,-902,6475
4428,22,22,4572,1425
4428,23,23,962,1354
4428,24,24,3279,1627
4428,26,26,4246,1610
4428,27,27,152,1426
4428,28,28,570,1361
4428,30,30,4434,1600
4428,31,31,444,1418
4429,1,1,5638,3582
4429,2,2,1163,1341
4429,3,3,2967,1357
4429,unknown_59,4,4735,1552
4429,5,5,3547,1291
4429,6,6,4472,1393
4429,7,7,2393,806
4429,9,9,101,2686
4429,10,10,4609,1410
4429,12,12,5458,2105
4429,13,13,76,4534
4429,14,14,-1117,1449
4429,15,15,-2033,4332
4429,17,17,-902,6475
4429,22,22,4572,1425
4429,23,23,962,1354
4429,24,24,3277,1626
4429,26,26,4246,1610
4429,27,27,152,1426
4429,28,28,570,1361
4429,30,30,4434,1600
4429,31,31,444,1418
4430,1,1,5638,3582
4430,2,2,1163,1341
4430,3,3,2966,1356
4430,unknown_59,4,4740,1553
4430,5,5,3547,1291
4430,6,6,4472,1393
4430,7,7,2393,806
4430,8,8,4071,1445
4430,9,9,101,2686
4430,10,10,4608,1407
4430,12,12,5458,2105
4430,13,13,76,4534
4430,14,14,-1117,1449
4430,15,15,-2033,4332
4430,17,17,-902,6475
4430,22,22,4572,1425
4430,23,23,962,1354
4430,24,24,3279,1626
4430,26,26,4246,1610
4430,27,27,152,1426
4430,28,28,570,1361
4430,30,30,4434,1600
4430,31,31,444,1418
4431,1,1,5638,3582
4431,2,2,1163,1341
4431,3,3,2966,1357
4431,5,5,3547,1291
4431,6,6,4472,1393
4431,7,7,2393,806
4431,9,9,101,2686
4431,10,10,4608,1407
4431,12,12,5458,2105
4431,13,13,76,4534
4431,14,14,-1117,1449
4431,15,15,-2033,4332
4431,17,17,-902,6475
4431,22,22,4572,1425
4431,23,23,962,1354
4431,24,24,3279,1626
4431,26,26,4246,1610
4431,27,27,152,1426
4431,28,28,570,1361
4431,30,30,4434,1600
4431,31,31,444,1418
4432,1,1,5638,3582
4432,2,2,1163,1341
4432,3,3,2966,1360
4432,unknown_59,4,4611,1503
4432,5,5,3547,1291
4432,6,6,4472,1393
4432,7,7,2393,806
4432,9,9,101,2686
4432,10,10,4612,1404
4432,12,12,5458,2105
4432,13,13,76,4534
4432,14,14,-1117,1449
4432,15,15,-2033,4332
4432,17,17,-902,6475
4432,22,22,4572,1425
4432,23,23,962,1354
4432,24,24,3282,1626
4432,26,26,4246,1610
4432,27,27,152,1426
4432,28,28,570,1361
4432,30,30,4434,1600
4432,31,31,444,1418
4433,1,1,5638,3582
4433,2,2,1163,1341
4433,3,3,2966,1361
4433,unknown_59,4,4611,1502
4433,5,5,3547,1291
4433,6,6,4472,1393
4433,7,7,2393,806
4433,8,8,3854,1356
4433,9,9,101,2686
4433,12,12,5458,2105
4433,13,13,76,4534
4433,14,14,-1117,1449
4433,15,15,-2033,4332
4433,17,17,-902,6475
4433,22,22,4572,1425
4433,23,23,962,1354
4433,24,24,3278,1625
4433,26,26,4246,1610
4433,27,27,152,1426
4433,28,28,570,1361
4433,30,30,4434,1600
4433,31,31,444,1418
4434,1,1,5638,3582
4434,2,2,1163,1341
4434,3,3,2967,1361
4434,unknown_59,4,4610,1502
4434,5,5,3547,1291
4434,6,6,4473,1393
4434,7,7,2393,806
4434,9,9,101,2686
4434,10,10,4612,1402
4434,12,12,5458,2105
4434,13,13,76,4534
4434,14,14,-1117,1449
4434,15,15,-2033,4332
4434,17,17,-902,6475
4434,22,22,4572,1425
4434,23,23,962,1354
4434,24,24,3277,1625
4434,26,26,4246,1610
4434,27,27,152,1426
4434,28,28,570,1361
4434,30,30,4434,1600
4434,31,31,444,1418
4435,1,1,5638,3582
4435,2,2,1163,1341
4435,3,3,2967,1361
4435,unknown_59,4,4610,1502
4435,5,5,3547,1291
4435,6,6,4473,1393
4435,7,7,2393,806
4435,9,9,101,2686
4435,unknown_60,10,4311,1414
4435,11,11,1964,1693
4435,12,12,5458,2105
4435,13,13,76,4534
4435,14,14,-1117,1449
4435,15,15,-2033,4332
4435,17,17,-902,6475
4435,22,22,4572,1425
4435,23,23,962,1354
4435,24,24,3278,1625
4435,26,26,4246,1610
4435,27,27,152,1426
4435,28,28,570,1361
4435,30,30,4434,1600
4435,31,31,444,1418
4436,1,1,5638,3582
4436,2,2,1163,1341
4436,3,3,2967,1362
4436,unknown_59,4,4610,1502
4436,5,5,3547,1291
4436,6,6,4473,1393
4436,7,7,2393,806
4436,8,8,4074,1452
4436,9,9,101,2686
4436,11,11,2677,1638
4436,12,12,5458,2105
4436,13,13,76,4534
4436,14,14,-1117,1449
4436,15,15,-2033,4332
4436,17,17,-902,6475
4436,22,22,4572,1425
4436,23,23,962,1354
4436,24,24,3284,1625
